answer_type_name,choices,question,correct_answer,lang,source,choices_processed,topic,test_item_id
Multiple Choice,"[{'a': 'Die Bewertung der Lehrkraft basierend auf persönlichen Vorlieben.', 'b': 'Die Sammlung von Feedback von Studierenden, um die Qualität des Kurses und der Lehre zu verbessern.', 'c': 'Die Festlegung von Prüfungsfragen für zukünftige Tests.'}]",Was ist der Hauptzweck einer Kursbefragung?,"Die Sammlung von Feedback von Studierenden, um die Qualität des Kurses und der Lehre zu verbessern.",GERMAN,ChatGPT3.5,"Die Bewertung der Lehrkraft basierend auf persönlichen Vorlieben. Die Sammlung von Feedback von Studierenden, um die Qualität des Kurses und der Lehre zu verbessern. Die Festlegung von Prüfungsfragen für zukünftige Tests.",e-learning und kursbewertung,4378
Multiple Choice,"[{'a': 'Fragen zur Qualität der Lehrmethoden.', 'b': 'Persönliche Fragen zu den Studierenden.', 'c': 'Fragen zur Kursstruktur und den Lernzielen.', 'd': 'Fragen zu den politischen Ansichten der Lehrkraft.'}]",Welche Art von Fragen sind in einer Kursbefragung üblich?,Fragen zur Qualität der Lehrmethoden.,GERMAN,ChatGPT3.5,Fragen zur Qualität der Lehrmethoden. Persönliche Fragen zu den Studierenden. Fragen zur Kursstruktur und den Lernzielen. Fragen zu den politischen Ansichten der Lehrkraft.,e-learning und kursbewertung,4379
Multiple Choice,"[{'a': 'Sie ermöglicht den Studierenden, ehrliches Feedback zu geben, ohne Angst vor negativen Konsequenzen.', 'b': 'Anonymität hilft, die Integrität der Befragung zu wahren und Verzerrungen zu minimieren.', 'c': 'Anonymität ist nicht wichtig und sollte vermieden werden, um die Verantwortlichkeit der Studierenden zu fördern.'}]",Warum ist Anonymität in Kursbefragungen wichtig?,"Sie ermöglicht den Studierenden, ehrliches Feedback zu geben, ohne Angst vor negativen Konsequenzen.",GERMAN,ChatGPT3.5,"Sie ermöglicht den Studierenden, ehrliches Feedback zu geben, ohne Angst vor negativen Konsequenzen. Anonymität hilft, die Integrität der Befragung zu wahren und Verzerrungen zu minimieren. Anonymität ist nicht wichtig und sollte vermieden werden, um die Verantwortlichkeit der Studierenden zu fördern.",e-learning und kursbewertung,4380
Multiple Choice,"[{'a': 'Die Ergebnisse sorgfältig analysieren und konstruktives Feedback verwenden, um den Unterricht zu verbessern.', 'b': 'Mit den Studierenden über die Ergebnisse und mögliche Änderungen kommunizieren.', 'c': 'Die Ergebnisse ignorieren, da sie selten nützlich sind.'}]","Was sollten Lehrkräfte tun, um die Ergebnisse von Kursbefragungen effektiv zu nutzen?","Die Ergebnisse sorgfältig analysieren und konstruktives Feedback verwenden, um den Unterricht zu verbessern.",GERMAN,ChatGPT3.5,"Die Ergebnisse sorgfältig analysieren und konstruktives Feedback verwenden, um den Unterricht zu verbessern. Mit den Studierenden über die Ergebnisse und mögliche Änderungen kommunizieren. Die Ergebnisse ignorieren, da sie selten nützlich sind.",e-learning und kursbewertung,4381
Multiple Choice,"[{'a': 'Die regelmäßige Durchführung von Befragungen ermöglicht kontinuierliche Verbesserungen.', 'b': 'Die Häufigkeit kann die Relevanz und Aktualität der Feedback-Daten erhöhen.', 'c': 'Kursbefragungen sollten nur einmal am Ende eines Semesters durchgeführt werden.'}]",Welche Rolle spielt die Häufigkeit von Kursbefragungen?,Die regelmäßige Durchführung von Befragungen ermöglicht kontinuierliche Verbesserungen.,GERMAN,ChatGPT3.5,Die regelmäßige Durchführung von Befragungen ermöglicht kontinuierliche Verbesserungen. Die Häufigkeit kann die Relevanz und Aktualität der Feedback-Daten erhöhen. Kursbefragungen sollten nur einmal am Ende eines Semesters durchgeführt werden.,e-learning und kursbewertung,4382
Multiple Choice,"[{'a': 'Sie sind zeitaufwendig und erfordern viel administrativen Aufwand.', 'b': 'Studierende könnten aus persönlichen Gründen oder Voreingenommenheit ungenaues Feedback geben.', 'c': 'Lehrkräfte könnten die Ergebnisse ignorieren und keine Maßnahmen ergreifen.'}]",Was ist ein möglicher Nachteil von Kursbefragungen?,Studierende könnten aus persönlichen Gründen oder Voreingenommenheit ungenaues Feedback geben.,GERMAN,ChatGPT3.5,Sie sind zeitaufwendig und erfordern viel administrativen Aufwand. Studierende könnten aus persönlichen Gründen oder Voreingenommenheit ungenaues Feedback geben. Lehrkräfte könnten die Ergebnisse ignorieren und keine Maßnahmen ergreifen.,e-learning und kursbewertung,4383
Multiple Choice,"[{'a': 'Qualitative Daten können Einblicke in die Gründe hinter den quantitativen Ergebnissen geben und helfen, gezielte Verbesserungen vorzunehmen.', 'b': 'Qualitative Daten sind irrelevant und sollten in Befragungen vermieden werden.', 'c': 'Qualitative Daten sind schwer zu analysieren und bieten keine nützlichen Informationen.'}]",Warum ist das Sammeln von qualitativen Daten in Kursbefragungen wichtig?,"Qualitative Daten können Einblicke in die Gründe hinter den quantitativen Ergebnissen geben und helfen, gezielte Verbesserungen vorzunehmen.",GERMAN,ChatGPT3.5,"Qualitative Daten können Einblicke in die Gründe hinter den quantitativen Ergebnissen geben und helfen, gezielte Verbesserungen vorzunehmen. Qualitative Daten sind irrelevant und sollten in Befragungen vermieden werden. Qualitative Daten sind schwer zu analysieren und bieten keine nützlichen Informationen.",e-learning und kursbewertung,4384
Multiple Choice,"[{'a': 'Die Veröffentlichung der Namen der Studierenden neben ihren Bewertungen.', 'b': 'Die Nutzung von unabhängigen Befragungsplattformen oder -diensten, die die Anonymität wahren.', 'c': 'Die Anforderung von persönlichen Unterschriften auf den Befragungen.'}]","Was ist ein möglicher Schutzmechanismus, um sicherzustellen, dass Kursbefragungen nicht missbraucht werden?","Die Nutzung von unabhängigen Befragungsplattformen oder -diensten, die die Anonymität wahren.",GERMAN,ChatGPT3.5,"Die Veröffentlichung der Namen der Studierenden neben ihren Bewertungen. Die Nutzung von unabhängigen Befragungsplattformen oder -diensten, die die Anonymität wahren. Die Anforderung von persönlichen Unterschriften auf den Befragungen.",e-learning und kursbewertung,4385
Multiple Choice,"[{'a': 'Das Timing kann die Teilnahmequote und die Qualität der Antworten beeinflussen.', 'b': 'Befragungen sollten zu einem Zeitpunkt durchgeführt werden, an dem die Studierenden ausreichend Erfahrungen im Kurs gesammelt haben.', 'c': 'Das Timing hat keine Auswirkungen auf die Wirksamkeit von Kursbefragungen.'}]",Welche Bedeutung hat das Timing von Kursbefragungen?,Das Timing kann die Teilnahmequote und die Qualität der Antworten beeinflussen.,GERMAN,ChatGPT3.5,"Das Timing kann die Teilnahmequote und die Qualität der Antworten beeinflussen. Befragungen sollten zu einem Zeitpunkt durchgeführt werden, an dem die Studierenden ausreichend Erfahrungen im Kurs gesammelt haben. Das Timing hat keine Auswirkungen auf die Wirksamkeit von Kursbefragungen.",e-learning und kursbewertung,4386
Multiple Choice,"[{'a': 'Ein System zur Überwachung der Mitarbeiter im Unternehmen.', 'b': 'Eine Software zur Buchführung und Rechnungslegung.', 'c': 'Ein organisatorisches Framework zur Planung, Überwachung und Steuerung von Unternehmenszielen und -aktivitäten.'}]",Was ist ein Management-Kontrollsystem?,"Ein organisatorisches Framework zur Planung, Überwachung und Steuerung von Unternehmenszielen und -aktivitäten.",GERMAN,ChatGPT3.5,"Ein System zur Überwachung der Mitarbeiter im Unternehmen. Eine Software zur Buchführung und Rechnungslegung. Ein organisatorisches Framework zur Planung, Überwachung und Steuerung von Unternehmenszielen und -aktivitäten.",management-kontrollsystem,4387
Multiple Choice,"[{'a': 'Die Maximierung der Mitarbeiterzufriedenheit.', 'b': 'Die Gewährleistung effektiver Unternehmensführung und die Erreichung strategischer Ziele.', 'c': 'Die Minimierung der Steuerbelastung des Unternehmens.'}]",Welches Ziel verfolgt ein Management-Kontrollsystem?,Die Gewährleistung effektiver Unternehmensführung und die Erreichung strategischer Ziele.,GERMAN,ChatGPT3.5,Die Maximierung der Mitarbeiterzufriedenheit. Die Gewährleistung effektiver Unternehmensführung und die Erreichung strategischer Ziele. Die Minimierung der Steuerbelastung des Unternehmens.,management-kontrollsystem,4388
Multiple Choice,"[{'a': 'Planung, Überwachung und Steuerung.', 'b': 'Marketing, Vertrieb und Produktion.', 'c': 'Personal, Finanzen und IT.'}]",Was sind die Hauptkomponenten eines Management-Kontrollsystems?,"Planung, Überwachung und Steuerung.",GERMAN,ChatGPT3.5,"Planung, Überwachung und Steuerung. Marketing, Vertrieb und Produktion. Personal, Finanzen und IT.",management-kontrollsystem,4389
Multiple Choice,"[{'a': 'Um Mitarbeiter zu beaufsichtigen.', 'b': 'Um Werbeaktionen zu verwalten.', 'c': 'Um klare Ziele und Strategien festzulegen, die das Unternehmen erreichen möchte.'}]",Warum ist die Planung eine wichtige Komponente eines Management-Kontrollsystems?,"Um klare Ziele und Strategien festzulegen, die das Unternehmen erreichen möchte.",GERMAN,ChatGPT3.5,"Um Mitarbeiter zu beaufsichtigen. Um Werbeaktionen zu verwalten. Um klare Ziele und Strategien festzulegen, die das Unternehmen erreichen möchte.",management-kontrollsystem,4390
Multiple Choice,"[{'a': 'Die kontinuierliche Beobachtung und Messung von Leistungsindikatoren, um sicherzustellen, dass die Ziele erreicht werden.', 'b': 'Die Durchführung von Mitarbeiterbewertungen.', 'c': 'Die Gestaltung von Unternehmenslogos und Werbematerialien.'}]",Was ist die Rolle der Überwachung in einem Management-Kontrollsystem?,"Die kontinuierliche Beobachtung und Messung von Leistungsindikatoren, um sicherzustellen, dass die Ziele erreicht werden.",GERMAN,ChatGPT3.5,"Die kontinuierliche Beobachtung und Messung von Leistungsindikatoren, um sicherzustellen, dass die Ziele erreicht werden. Die Durchführung von Mitarbeiterbewertungen. Die Gestaltung von Unternehmenslogos und Werbematerialien.",management-kontrollsystem,4391
Multiple Choice,"[{'a': 'Die Überwachung von Wetterbedingungen, die das Geschäft beeinflussen könnten.', 'b': 'Die Anpassung von Aktivitäten und Ressourcen, um die Zielerreichung sicherzustellen.', 'c': 'Die Verwaltung der Mitarbeitercafeteria.'}]",Welche Aufgaben umfasst die Steuerung in einem Management-Kontrollsystem?,"Die Anpassung von Aktivitäten und Ressourcen, um die Zielerreichung sicherzustellen.",GERMAN,ChatGPT3.5,"Die Überwachung von Wetterbedingungen, die das Geschäft beeinflussen könnten. Die Anpassung von Aktivitäten und Ressourcen, um die Zielerreichung sicherzustellen. Die Verwaltung der Mitarbeitercafeteria.",management-kontrollsystem,4392
Multiple Choice,"[{'a': 'Bessere Entscheidungsfindung, verbesserte Leistung und Erreichung der Unternehmensziele.', 'b': 'Mehr Urlaubstage für die Mitarbeiter.', 'c': 'Höhere Kaffeepreise in der Mitarbeitercafeteria.'}]",Welche Vorteile bietet ein effektives Management-Kontrollsystem?,"Bessere Entscheidungsfindung, verbesserte Leistung und Erreichung der Unternehmensziele.",GERMAN,ChatGPT3.5,"Bessere Entscheidungsfindung, verbesserte Leistung und Erreichung der Unternehmensziele. Mehr Urlaubstage für die Mitarbeiter. Höhere Kaffeepreise in der Mitarbeitercafeteria.",management-kontrollsystem,4393
Multiple Choice,"[{'a': 'Zu viele Mitarbeiterbeförderungen.', 'b': 'Sinkende Kaffeeverkäufe in der Mitarbeitercafeteria.', 'c': 'Fehlende Transparenz, schlechte Leistung und das Verfehlen von Unternehmenszielen.'}]",Welche Risiken können mit einem unzureichenden Management-Kontrollsystem verbunden sein?,"Fehlende Transparenz, schlechte Leistung und das Verfehlen von Unternehmenszielen.",GERMAN,ChatGPT3.5,"Zu viele Mitarbeiterbeförderungen. Sinkende Kaffeeverkäufe in der Mitarbeitercafeteria. Fehlende Transparenz, schlechte Leistung und das Verfehlen von Unternehmenszielen.",management-kontrollsystem,4394
Multiple Choice,"[{'a': 'Die Relevanz für die Unternehmensziele, die Messbarkeit und die Aktualität.', 'b': 'Die persönlichen Vorlieben des Geschäftsführers.', 'c': 'Die Anzahl der Buchstaben im Indikatoren-Namen.'}]",Welche Faktoren sollten bei der Auswahl von Leistungsindikatoren in einem Management-Kontrollsystem berücksichtigt werden?,"Die Relevanz für die Unternehmensziele, die Messbarkeit und die Aktualität.",GERMAN,ChatGPT3.5,"Die Relevanz für die Unternehmensziele, die Messbarkeit und die Aktualität. Die persönlichen Vorlieben des Geschäftsführers. Die Anzahl der Buchstaben im Indikatoren-Namen.",management-kontrollsystem,4395
Multiple Choice,"[{'a': 'Durch die Einführung von mehr Bürokratie.', 'b': 'Durch regelmäßige Überprüfung, Anpassung und Schulung der Mitarbeiter.', 'c': 'Durch die Erhöhung der Kaffeepreise in der Mitarbeitercafeteria.'}]","Wie kann ein Unternehmen sicherstellen, dass sein Management-Kontrollsystem effektiv ist?","Durch regelmäßige Überprüfung, Anpassung und Schulung der Mitarbeiter.",GERMAN,ChatGPT3.5,"Durch die Einführung von mehr Bürokratie. Durch regelmäßige Überprüfung, Anpassung und Schulung der Mitarbeiter. Durch die Erhöhung der Kaffeepreise in der Mitarbeitercafeteria.",management-kontrollsystem,4396
Multiple Choice,"[{'a': 'Die klare Kommunikation von Zielen, Erwartungen und Leistungsindikatoren ist entscheidend für die Zielerreichung.', 'b': 'Die Kommunikation beschränkt sich auf den Austausch von Witzen im Büro.', 'c': 'Die Kommunikation betrifft nur das Marketingteam.'}]",Welche Rolle spielt die Kommunikation im Management-Kontrollsystem?,"Die klare Kommunikation von Zielen, Erwartungen und Leistungsindikatoren ist entscheidend für die Zielerreichung.",GERMAN,ChatGPT3.5,"Die klare Kommunikation von Zielen, Erwartungen und Leistungsindikatoren ist entscheidend für die Zielerreichung. Die Kommunikation beschränkt sich auf den Austausch von Witzen im Büro. Die Kommunikation betrifft nur das Marketingteam.",management-kontrollsystem,4397
Multiple Choice,"[{'a': 'Ein komplexer Algorithmus zur Berechnung der Kaffeepreise in der Mitarbeitercafeteria.', 'b': 'Ein messbarer Wert, der die Leistung eines Unternehmens in Bezug auf seine Ziele misst.', 'c': 'Ein Schlüssel zur Mitarbeitermotivation.'}]",Was ist ein Key Performance Indicator (KPI) in einem Management-Kontrollsystem?,"Ein messbarer Wert, der die Leistung eines Unternehmens in Bezug auf seine Ziele misst.",GERMAN,ChatGPT3.5,"Ein komplexer Algorithmus zur Berechnung der Kaffeepreise in der Mitarbeitercafeteria. Ein messbarer Wert, der die Leistung eines Unternehmens in Bezug auf seine Ziele misst. Ein Schlüssel zur Mitarbeitermotivation.",management-kontrollsystem,4398
Multiple Choice,"[{'a': 'Durch die Ausrichtung der Indikatoren an den Unternehmenszielen und die regelmäßige Überprüfung ihrer Relevanz.', 'b': 'Durch die Verwendung von zufällig ausgewählten Indikatoren.', 'c': 'Durch die Erhöhung der Kaffeepreise in der Mitarbeitercafeteria.'}]","Wie kann ein Unternehmen sicherstellen, dass seine Leistungsindikatoren relevant sind?",Durch die Ausrichtung der Indikatoren an den Unternehmenszielen und die regelmäßige Überprüfung ihrer Relevanz.,GERMAN,ChatGPT3.5,Durch die Ausrichtung der Indikatoren an den Unternehmenszielen und die regelmäßige Überprüfung ihrer Relevanz. Durch die Verwendung von zufällig ausgewählten Indikatoren. Durch die Erhöhung der Kaffeepreise in der Mitarbeitercafeteria.,management-kontrollsystem,4399
Multiple Choice,"[{'a': 'Eine Waage im Büro des Geschäftsführers.', 'b': 'Eine Methode zur Zählung von Kaffeetassen in der Mitarbeitercafeteria.', 'c': 'Ein strategisches Management-Tool zur ganzheitlichen Messung und Steuerung der Unternehmensleistung.'}]",Was versteht man unter dem Begriff 'Balanced Scorecard'?,Ein strategisches Management-Tool zur ganzheitlichen Messung und Steuerung der Unternehmensleistung.,GERMAN,ChatGPT3.5,Eine Waage im Büro des Geschäftsführers. Eine Methode zur Zählung von Kaffeetassen in der Mitarbeitercafeteria. Ein strategisches Management-Tool zur ganzheitlichen Messung und Steuerung der Unternehmensleistung.,management-kontrollsystem,4400
Multiple Choice,"[{'a': 'Um sicherzustellen, dass die Indikatoren weiterhin relevant sind und die Unternehmensziele unterstützen.', 'b': 'Um den Mitarbeitern zusätzliche Aufgaben zu geben.', 'c': 'Um die Kaffeepreise in der Mitarbeitercafeteria zu senken.'}]",Warum ist die regelmäßige Überprüfung und Anpassung von Leistungsindikatoren wichtig?,"Um sicherzustellen, dass die Indikatoren weiterhin relevant sind und die Unternehmensziele unterstützen.",GERMAN,ChatGPT3.5,"Um sicherzustellen, dass die Indikatoren weiterhin relevant sind und die Unternehmensziele unterstützen. Um den Mitarbeitern zusätzliche Aufgaben zu geben. Um die Kaffeepreise in der Mitarbeitercafeteria zu senken.",management-kontrollsystem,4401
Multiple Choice,"[{'a': 'Die Vernachlässigung der Mitarbeitercafeteria.', 'b': 'Die Überfrachtung mit zu vielen Leistungsindikatoren, die schwer zu verfolgen sind.', 'c': 'Die Einführung von zu viel Bürokratie.'}]",Was ist ein häufiger Fehler bei der Einführung eines Management-Kontrollsystems?,"Die Überfrachtung mit zu vielen Leistungsindikatoren, die schwer zu verfolgen sind.",GERMAN,ChatGPT3.5,"Die Vernachlässigung der Mitarbeitercafeteria. Die Überfrachtung mit zu vielen Leistungsindikatoren, die schwer zu verfolgen sind. Die Einführung von zu viel Bürokratie.",management-kontrollsystem,4402
Multiple Choice,"[{'a': 'Die aktive Einbindung der Mitarbeiter bei der Entwicklung und Umsetzung von Leistungsindikatoren und Zielen.', 'b': 'Die Gestaltung der Mitarbeitercafeteria.', 'c': 'Die Erhöhung der Gehälter der Mitarbeiter.'}]",Welche Rolle spielt die Mitarbeiterbeteiligung in einem effektiven Management-Kontrollsystem?,Die aktive Einbindung der Mitarbeiter bei der Entwicklung und Umsetzung von Leistungsindikatoren und Zielen.,GERMAN,ChatGPT3.5,Die aktive Einbindung der Mitarbeiter bei der Entwicklung und Umsetzung von Leistungsindikatoren und Zielen. Die Gestaltung der Mitarbeitercafeteria. Die Erhöhung der Gehälter der Mitarbeiter.,management-kontrollsystem,4403
Multiple Choice,"[{'a': 'Die Erstellung von Berichten über die Mitarbeitercafeteria.', 'b': 'Die Veröffentlichung von Witzen im Intranet.', 'c': 'Die Bereitstellung von Informationen über die Leistung und den Status von Zielen und Indikatoren.'}]",Was ist der Zweck eines Berichtssystems in einem Management-Kontrollsystem?,Die Bereitstellung von Informationen über die Leistung und den Status von Zielen und Indikatoren.,GERMAN,ChatGPT3.5,Die Erstellung von Berichten über die Mitarbeitercafeteria. Die Veröffentlichung von Witzen im Intranet. Die Bereitstellung von Informationen über die Leistung und den Status von Zielen und Indikatoren.,management-kontrollsystem,4404
Multiple Choice,"[{'a': 'Um sicherzustellen, dass die Mitarbeiter die Ziele und Indikatoren verstehen und effektiv dazu beitragen können.', 'b': 'Um sicherzustellen, dass die Mitarbeiter Witze im Büro erzählen können.', 'c': 'Um die Mitarbeiter auf die Eröffnung einer neuen Mitarbeitercafeteria vorzubereiten.'}]",Warum ist die Schulung der Mitarbeiter in Bezug auf das Management-Kontrollsystem wichtig?,"Um sicherzustellen, dass die Mitarbeiter die Ziele und Indikatoren verstehen und effektiv dazu beitragen können.",GERMAN,ChatGPT3.5,"Um sicherzustellen, dass die Mitarbeiter die Ziele und Indikatoren verstehen und effektiv dazu beitragen können. Um sicherzustellen, dass die Mitarbeiter Witze im Büro erzählen können. Um die Mitarbeiter auf die Eröffnung einer neuen Mitarbeitercafeteria vorzubereiten.",management-kontrollsystem,4405
Multiple Choice,"[{'a': 'Höhere Kaffeepreise in der Mitarbeitercafeteria.', 'b': 'Schlechtere Leistung, verfehlte Unternehmensziele und Wettbewerbsnachteile.', 'c': 'Mehr Urlaubstage für die Mitarbeiter.'}]","Was sind mögliche Konsequenzen für ein Unternehmen, wenn sein Management-Kontrollsystem nicht effektiv ist?","Schlechtere Leistung, verfehlte Unternehmensziele und Wettbewerbsnachteile.",GERMAN,ChatGPT3.5,"Höhere Kaffeepreise in der Mitarbeitercafeteria. Schlechtere Leistung, verfehlte Unternehmensziele und Wettbewerbsnachteile. Mehr Urlaubstage für die Mitarbeiter.",management-kontrollsystem,4406
Multiple Choice,"[{'a': 'Ein Begriff für das Hacken von Fischen in virtuellen Welten.', 'b': 'Eine Methode zur Verbesserung der WLAN-Sicherheit.', 'c': 'Ein betrügerischer Versuch, vertrauliche Informationen wie Passwörter und Kreditkartendaten durch Vortäuschen einer vertrauenswürdigen Quelle zu stehlen.', 'd': 'Eine Technik zur Verbesserung der Suchmaschinenoptimierung von Websites.'}]",Was ist Phishing?,"Ein betrügerischer Versuch, vertrauliche Informationen wie Passwörter und Kreditkartendaten durch Vortäuschen einer vertrauenswürdigen Quelle zu stehlen.",GERMAN,ChatGPT3.5,"Ein Begriff für das Hacken von Fischen in virtuellen Welten. Eine Methode zur Verbesserung der WLAN-Sicherheit. Ein betrügerischer Versuch, vertrauliche Informationen wie Passwörter und Kreditkartendaten durch Vortäuschen einer vertrauenswürdigen Quelle zu stehlen. Eine Technik zur Verbesserung der Suchmaschinenoptimierung von Websites.",internet -sicherheit,4407
Multiple Choice,"[{'a': 'Eine Sicherheitsvorrichtung oder Software, die den Datenverkehr zwischen einem Netzwerk und dem Internet überwacht und kontrolliert, um unautorisierte Zugriffe zu verhindern.', 'b': 'Eine Art von Antivirus-Software.', 'c': 'Eine Technologie zur Steigerung der Internetgeschwindigkeit.', 'd': 'Ein Webbrowser mit erweiterten Sicherheitsfunktionen.'}]",Was ist ein Firewall in Bezug auf Internet-Sicherheit?,"Eine Sicherheitsvorrichtung oder Software, die den Datenverkehr zwischen einem Netzwerk und dem Internet überwacht und kontrolliert, um unautorisierte Zugriffe zu verhindern.",GERMAN,ChatGPT3.5,"Eine Sicherheitsvorrichtung oder Software, die den Datenverkehr zwischen einem Netzwerk und dem Internet überwacht und kontrolliert, um unautorisierte Zugriffe zu verhindern. Eine Art von Antivirus-Software. Eine Technologie zur Steigerung der Internetgeschwindigkeit. Ein Webbrowser mit erweiterten Sicherheitsfunktionen.",internet -sicherheit,4408
Multiple Choice,"[{'a': 'Eine Art von Betrug im Zusammenhang mit virtuellen Unternehmen.', 'b': 'Ein sicherer Tunnel, der Ihre Internetverbindung verschlüsselt und Ihre Online-Aktivitäten anonymisiert.', 'c': 'Ein spezieller Webbrowser für den sicheren Zugriff auf Online-Banking-Dienste.', 'd': 'Eine Software zur Verbesserung der Videoqualität bei Videokonferenzen.'}]",Was ist eine VPN (Virtual Private Network) in Bezug auf die Internet-Sicherheit?,"Ein sicherer Tunnel, der Ihre Internetverbindung verschlüsselt und Ihre Online-Aktivitäten anonymisiert.",GERMAN,ChatGPT3.5,"Eine Art von Betrug im Zusammenhang mit virtuellen Unternehmen. Ein sicherer Tunnel, der Ihre Internetverbindung verschlüsselt und Ihre Online-Aktivitäten anonymisiert. Ein spezieller Webbrowser für den sicheren Zugriff auf Online-Banking-Dienste. Eine Software zur Verbesserung der Videoqualität bei Videokonferenzen.",internet -sicherheit,4409
Multiple Choice,"[{'a': 'Eine Art von E-Mail-Angriff, bei dem gefälschte E-Mails versendet werden.', 'b': 'Ein Versuch, in ein drahtloses Netzwerk einzudringen.', 'c': 'Ein Angriff auf die DNS-Server eines Unternehmens.', 'd': 'Ein Angriff, bei dem ein Angreifer versucht, einen Dienst, eine Website oder ein Netzwerk zu überlasten, um es für legitime Benutzer unzugänglich zu machen.'}]",Was ist ein DoS-Angriff (Denial of Service) in Bezug auf Internet-Sicherheit?,"Ein Angriff, bei dem ein Angreifer versucht, einen Dienst, eine Website oder ein Netzwerk zu überlasten, um es für legitime Benutzer unzugänglich zu machen.",GERMAN,ChatGPT3.5,"Eine Art von E-Mail-Angriff, bei dem gefälschte E-Mails versendet werden. Ein Versuch, in ein drahtloses Netzwerk einzudringen. Ein Angriff auf die DNS-Server eines Unternehmens. Ein Angriff, bei dem ein Angreifer versucht, einen Dienst, eine Website oder ein Netzwerk zu überlasten, um es für legitime Benutzer unzugänglich zu machen.",internet -sicherheit,4410
Multiple Choice,"[{'a': 'Optimierung der Produktionsprozesse, um Effizienz und Produktivität zu steigern.', 'b': 'Minimierung der Mitarbeiterzahl in der Produktion, um Kosten zu senken.', 'c': 'Maximierung der Produktionskapazität, unabhängig von den Kosten.', 'd': 'Verwaltung von Marketingaktivitäten zur Steigerung der Verkaufszahlen.'}]",Was ist das Hauptziel eines Produktionsplanungs- und Steuerungssystems (PPS)?,"Optimierung der Produktionsprozesse, um Effizienz und Produktivität zu steigern.",GERMAN,ChatGPT3.5,"Optimierung der Produktionsprozesse, um Effizienz und Produktivität zu steigern. Minimierung der Mitarbeiterzahl in der Produktion, um Kosten zu senken. Maximierung der Produktionskapazität, unabhängig von den Kosten. Verwaltung von Marketingaktivitäten zur Steigerung der Verkaufszahlen.",management-kontrollsystem,4411
Multiple Choice,"[{'a': 'Ein Plan zur Erhöhung der Lagerbestände von Rohmaterialien.', 'b': 'Ein Plan zur Ermittlung des Materialbedarfs für die Produktion und Beschaffung von Rohmaterialien.', 'c': 'Ein Plan zur Verbesserung der Produktionsqualität.', 'd': 'Ein Plan zur Verwaltung von Personalressourcen in der Produktion.'}]",Was ist ein Materialbedarfsplan (MRP) in einem PPS?,Ein Plan zur Ermittlung des Materialbedarfs für die Produktion und Beschaffung von Rohmaterialien.,GERMAN,ChatGPT3.5,Ein Plan zur Erhöhung der Lagerbestände von Rohmaterialien. Ein Plan zur Ermittlung des Materialbedarfs für die Produktion und Beschaffung von Rohmaterialien. Ein Plan zur Verbesserung der Produktionsqualität. Ein Plan zur Verwaltung von Personalressourcen in der Produktion.,management-kontrollsystem,4412
Multiple Choice,"[{'a': 'Ein PPS-System dient ausschließlich der Überwachung von Produktionsmitarbeitern.', 'b': 'Ein PPS-System dient der Durchführung von Marketinganalysen.', 'c': 'Ein PPS-System plant, steuert und überwacht den gesamten Produktionsprozess.', 'd': 'Ein PPS-System ist ausschließlich für die Verwaltung von Finanzdaten zuständig.'}]",Welche Funktion erfüllt ein PPS-System in Bezug auf den Produktionsprozess?,"Ein PPS-System plant, steuert und überwacht den gesamten Produktionsprozess.",GERMAN,ChatGPT3.5,"Ein PPS-System dient ausschließlich der Überwachung von Produktionsmitarbeitern. Ein PPS-System dient der Durchführung von Marketinganalysen. Ein PPS-System plant, steuert und überwacht den gesamten Produktionsprozess. Ein PPS-System ist ausschließlich für die Verwaltung von Finanzdaten zuständig.",management-kontrollsystem,4413
Multiple Choice,"[{'a': 'Die Planung und Kontrolle der verfügbaren Produktionskapazität, um sicherzustellen, dass Aufträge termingerecht ausgeführt werden können.', 'b': 'Die Planung der Mitarbeitergehälter in der Produktion.', 'c': 'Die Planung von Vertriebskapazitäten zur Steigerung der Verkaufszahlen.', 'd': 'Die Planung von Materialbeschaffungen zur Kostensenkung.'}]",Was versteht man unter dem Begriff 'Kapazitätsplanung' in einem PPS?,"Die Planung und Kontrolle der verfügbaren Produktionskapazität, um sicherzustellen, dass Aufträge termingerecht ausgeführt werden können.",GERMAN,ChatGPT3.5,"Die Planung und Kontrolle der verfügbaren Produktionskapazität, um sicherzustellen, dass Aufträge termingerecht ausgeführt werden können. Die Planung der Mitarbeitergehälter in der Produktion. Die Planung von Vertriebskapazitäten zur Steigerung der Verkaufszahlen. Die Planung von Materialbeschaffungen zur Kostensenkung.",management-kontrollsystem,4414
Multiple Choice,"[{'a': 'Eine Liste der Mitarbeiter in der Produktion.', 'b': 'Eine Liste aller benötigten Materialien und deren Mengen, um ein Produkt herzustellen.', 'c': 'Eine Liste von Verkaufspreisen für Produkte.', 'd': 'Eine Liste von Marketingmaterialien für die Produktwerbung.'}]","Was ist eine Stückliste (Bill of Materials, BOM) in einem PPS?","Eine Liste aller benötigten Materialien und deren Mengen, um ein Produkt herzustellen.",GERMAN,ChatGPT3.5,"Eine Liste der Mitarbeiter in der Produktion. Eine Liste aller benötigten Materialien und deren Mengen, um ein Produkt herzustellen. Eine Liste von Verkaufspreisen für Produkte. Eine Liste von Marketingmaterialien für die Produktwerbung.",management-kontrollsystem,4415
